repo,archived,Country,Organizer,Postal Code,State,University,altfooter,audience,auto-migrated,city,code_repositories,country,currency,dates,displaytext,download_links,headerimage,lang,layout,leaders,leaders_list,level,license,maintenance,meeting-plaform,meeting-platform,meetup,meetup group,meetup-group,order,permalink,pitch,postal-code,pricing,project,project_classification,redirect_from,ref,region,sidebar_type,site_side,social_facebook,social_linkedin,social_meetup,social_twitter,social_youtube,spnews,state,tabtext,tag,tags,title,type,url,video1,video2
OWASP/www-project-damn-vulnerable-crypto-wallet,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-security-busters,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-best-practices-in-vulnerability-disclosure-and-bug-bounty-programs,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-attack-surface-detector,False,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-software-component-verification-standard,False,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,,,,,✔,✔,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-threatspec,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-vulnerability-management-guide,False,,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-information-security-metrics-bank,True,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-maryam,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,✔,✔,,,,✔,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-container-security-verification-standard,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-find-security-bugs,False,,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-software-security-5d-framework,False,,,,,,✔,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-docker-top-10,False,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cloud-native-application-security-top-10,True,,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-lock-it,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-threat-model-cookbook,True,,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-d4n155,True,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-iot-analytics-4industry4,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-software-composition-security,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-secure-coding-dojo,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-application-security-curriculum,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-jupiter,False,,,,,,,,,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-go-secure-coding-practices-guide,False,,,,,,,,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-serverless-goat,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-revelo,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-top-10-card-game,True,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-sedated,False,,,,,,,,,,,,,,,✔,,,✔,,✔,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-wpbullet,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-voice-automated-application-security,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cloud-security-mentor,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-machine-learning-security-top-10,False,,,,,,✔,✔,,,,,,,,✔,,,✔,,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-vulnerable-web-application,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-risk-assessment-framework,False,,,,,,,,,,,,,,,,,,✔,,,✔,,,,,,,,,,,,,✔,✔,,,,,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-glue-tool,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cloud-security,True,,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-qrljacker,True,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-online-academy,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-samuraiwtf,False,,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-zezengorri-code,False,,,,,,,,,,✔,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,,,,,✔,✔,✔,,,
OWASP/www-project-enterprise-security-api,False,,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,,,,✔,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-api-security,False,,,,,,,,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-learning-gateway,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-php,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-nettacker,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-serverless-top-10,False,,,,,,,,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-security-pins,False,,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-security-shepherd,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-blockchain-security-framework,False,,,,,,,,✔,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-owtf,False,,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,✔,✔,,,,✔,✔,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-application-security-verification-standard,False,,,,,,,✔,,,,,,,,,✔,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-code-review-guide,True,,,,,,,✔,,,,,,,,,,,✔,,,✔,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-top-ten,False,,,,,,✔,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-seclists,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-webgoat,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,✔,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-cheat-sheets,False,,,,,,,✔,,,,,,,,,,,✔,,,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-secure-coding-practices-quick-reference-guide,True,,,,,,,✔,,,,,,,,,,,✔,,,✔,✔,,,,,,,,,,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-modsecurity-core-rule-set,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-csrfguard,False,,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,✔,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-samm,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,✔,,,✔,,,,,✔,✔,✔,,,
OWASP/www-project-proactive-controls,False,,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-ende,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-web-security-testing-guide,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-o2-platform,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-security-knowledge-framework,False,,,,,,,,,,,,,,,,,,✔,,,✔,,,,,,,,,,✔,,,✔,,,,,,,,,,,,,,,,✔,✔,✔,✔,,
OWASP/www-project-top-10-privacy-risks,True,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-hackademic-challenges,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-passfault,False,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-java-encoder,False,,,,,,,,,,✔,,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-igoat-tool,False,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-bug-logging-tool,False,,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-web-testing-environment,True,,,,,,,,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-rfp-criteria,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-json-sanitizer,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-appsensor,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-university-challenge,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-java-html-sanitizer,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-wafec,False,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-hacking-lab,True,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cornucopia,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,✔,✔,,,,✔,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-juice-shop,False,,,,,,✔,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,✔,,,,✔,,,,,✔,✔,✔,,,
OWASP/www-project-top-10-fuer-entwickler,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-media-archive,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-dependency-track,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,✔,,,,✔,✔,,,,,✔,✔,✔,,,
OWASP/www-project-webgoat-php,True,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-threat-dragon,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,✔,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-benchmark,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,✔,✔,,,,✔,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-node.js-goat,False,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,
OWASP/www-project-automated-threats-to-web-applications,False,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,,,,✔,✔,,,,✔,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-vulnerable-web-applications-directory,False,,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-rat,True,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-belva,True,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-zsc-tool,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-defectdojo,False,,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,✔,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-security-logging,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-off-the-record-4-java,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-deepviolet-tls-ssl-scanner,True,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-internet-of-things-top-10,True,,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-game-security-framework,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-code-pulse,False,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-webspa,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-secure-medical-device-deployment-standard,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-web-mapper,False,,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,✔,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-vbscan,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-jotp,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-pyttacker,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-incident-response,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-secure-headers,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,✔,,,,,,,,✔,✔,✔,✔,,
OWASP/www-project-seraphimdroid,True,,,,,,,,,,,,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-php-security-training,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-appsec-pipeline,True,,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-mobile-app-security,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,✔,,
OWASP/www-project-mth3l3m3nt-framework,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-reverse-engineering-and-code-modification-prevention,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-o-saft,False,,,,,,✔,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-dependency-check,False,,,,,,,,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-knowledge-based-authentication-performance-metrics,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-snakes-and-ladders,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,,,,✔,✔,,,,✔,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-python-security,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-embedded-application-security,True,,,,,,,✔,,,,,,,,,,,✔,,✔,,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-podcast,False,,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-vicnum,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-virtual-patching-best-practices,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-broken-web-applications,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-anti-ransomware-guide,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-mobile-security,False,,,,,,,,,,,,,,,,,,✔,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-python-honeypot,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-dvsa,True,,,,,,,,,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-.net,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,
OWASP/www-project-cloud-testing-guide,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-intelligent-intrusion-detection-system,False,,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-space-coast,False,,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,✔,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-securecodebox,False,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-auth,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-nagoya,False,,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,✔,,,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-worcestershire,False,,,,,,,,,,,✔,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-lome,False,,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,✔,,,,✔,,,,,,✔,,✔,,✔,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-barranquilla,False,,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-dnipro,False,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,✔,,,,,,,,✔,,,,
OWASP/www-chapter-cape-coast,False,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-tegucigalpa,False,,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,✔,✔,✔,✔,,,,,,✔,✔,✔,,,
OWASP/www-chapter-south-sweden,False,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-amman,False,,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,✔,✔,,✔,,,,,✔,✔,,,,
OWASP/www-chapter-halifax,False,,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-project-ctf,True,,,,,,,,✔,,,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-syracuse,False,,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,✔,,,,,,✔,,,,✔,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-seoul,False,,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,✔,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-nainital,False,,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-san-pedro-sula,False,,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,✔,✔,✔,,,
OWASP/www-chapter-hereford,False,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-guayaquil,False,,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-st.-george,False,,,,,,,,,,,,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-sibiu,False,,,,,,,,,,,,,,,✔,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
